iter	Passed	Remaining
370	2167	3675
371	2172	3668
372	2178	3661
373	2183	3654
374	2188	3648
375	2194	3641
376	2199	3634
377	2204	3628
378	2210	3622
379	2215	3615
380	2221	3608
381	2226	3602
382	2232	3596
383	2237	3589
384	2242	3582
385	2248	3576
386	2254	3570
387	2260	3564
388	2265	3558
389	2270	3552
390	2276	3545
391	2281	3539
392	2287	3532
393	2292	3526
394	2297	3519
395	2304	3515
396	2309	3508
397	2315	3501
398	2321	3496
399	2326	3489
400	2331	3482
401	2337	3476
402	2342	3470
403	2349	3465
404	2354	3459
405	2360	3453
406	2365	3446
407	2371	3440
408	2376	3434
409	2381	3427
410	2392	3428
411	2397	3422
412	2402	3415
413	2408	3409
414	2413	3402
415	2419	3395
416	2424	3389
417	2429	3382
418	2435	3376
419	2441	3370
420	2446	3364
421	2451	3358
422	2457	3351
423	2462	3345
424	2467	3339
425	2472	3332
426	2477	3325
427	2483	3318
428	2488	3312
429	2493	3305
430	2499	3299
431	2504	3293
432	2509	3286
433	2515	3280
434	2520	3273
435	2525	3267
436	2531	3260
437	2536	3254
438	2541	3247
439	2546	3241
440	2552	3234
441	2557	3228
442	2562	3222
443	2569	3217
444	2574	3210
445	2580	3204
446	2585	3198
447	2590	3192
448	2596	3186
449	2601	3179
450	2606	3173
451	2612	3167
452	2617	3160
453	2622	3154
454	2628	3148
455	2633	3141
456	2638	3135
457	2643	3128
458	2649	3122
459	2654	3116
460	2660	3110
461	2666	3105
462	2671	3098
463	2678	3094
464	2684	3088
465	2689	3081
466	2694	3075
467	2700	3069
468	2705	3062
469	2710	3056
470	2715	3049
471	2720	3042
472	2726	3037
473	2731	3030
474	2736	3024
475	2741	3018
476	2746	3011
477	2752	3005
478	2757	2999
479	2763	2993
480	2768	2987
481	2774	2981
482	2780	2976
483	2785	2970
484	2790	2963
485	2796	2957
486	2801	2951
487	2807	2946
488	2813	2939
489	2818	2933
490	2824	2928
491	2830	2922
492	2836	2916
493	2843	2912
494	2848	2905
495	2854	2900
496	2859	2893
497	2865	2888
498	2870	2882
499	2875	2875
500	2880	2869
501	2887	2864
502	2892	2857
503	2897	2851
504	2903	2845
505	2908	2839
506	2913	2832
507	2919	2827
508	2924	2820
509	2929	2814
510	2936	2809
511	2941	2803
512	2946	2796
513	2952	2791
514	2957	2785
515	2963	2779
516	2969	2773
517	2974	2767
518	2979	2761
519	2985	2755
520	2990	2749
521	2996	2743
522	3001	2737
523	3006	2731
524	3011	2725
525	3017	2718
526	3022	2712
527	3027	2706
528	3032	2699
529	3037	2693
530	3042	2687
531	3048	2681
532	3053	2675
533	3058	2669
534	3063	2662
535	3069	2657
536	3074	2651
537	3080	2645
538	3085	2639
539	3090	2633
540	3096	2626
541	3101	2620
542	3106	2614
543	3111	2608
544	3116	2602
545	3121	2595
546	3126	2589
547	3131	2583
548	3137	2577
549	3142	2570
550	3147	2564
551	3152	2558
552	3157	2552
553	3162	2546
554	3168	2540
555	3173	2533
556	3178	2527
557	3183	2521
558	3188	2515
559	3194	2509
560	3199	2503
561	3204	2497
562	3209	2491
563	3215	2485
564	3220	2479
565	3225	2473
566	3231	2467
567	3236	2461
568	3243	2456
569	3248	2450
570	3253	2444
571	3258	2438
572	3263	2432
573	3268	2426
574	3274	2420
575	3280	2414
576	3286	2409
577	3292	2403
578	3297	2397
579	3304	2392
580	3309	2386
581	3315	2380
582	3321	2375
583	3326	2369
584	3332	2363
585	3337	2357
586	3342	2351
587	3348	2345
588	3353	2340
589	3358	2334
590	3363	2328
591	3370	2322
592	3374	2316
593	3379	2310
594	3386	2305
595	3391	2298
596	3397	2293
597	3403	2287
598	3408	2281
599	3413	2275
600	3419	2270
601	3424	2264
602	3429	2258
603	3436	2252
604	3441	2246
605	3446	2241
606	3452	2235
607	3457	2228
608	3466	2225
609	3472	2219
610	3477	2213
611	3483	2208
612	3488	2202
613	3493	2196
614	3500	2191
615	3505	2185
616	3511	2180
617	3517	2174
618	3522	2168
619	3528	2162
620	3534	2156
621	3539	2150
622	3544	2144
623	3549	2138
624	3555	2133
625	3561	2128
626	3567	2122
627	3572	2116
628	3578	2110
629	3583	2104
630	3589	2098
631	3595	2093
632	3600	2087
633	3605	2081
634	3611	2075
635	3616	2069
636	3622	2064
637	3628	2059
638	3633	2052
639	3639	2046
640	3644	2041
641	3649	2035
642	3654	2029
643	3660	2023
644	3666	2017
645	3671	2011
646	3676	2005
647	3681	2000
648	3687	1994
649	3692	1988
650	3697	1982
651	3703	1976
652	3708	1970
653	3713	1964
654	3718	1958
655	3724	1952
656	3729	1946
657	3734	1941
658	3739	1935
659	3744	1929
660	3750	1923
661	3755	1917
662	3760	1911
663	3765	1905
664	3770	1899
665	3775	1893
666	3780	1887
667	3785	1881
668	3791	1875
669	3796	1869
670	3801	1864
671	3807	1858
672	3812	1852
673	3817	1846
674	3823	1840
675	3828	1834
676	3833	1829
677	3838	1823
678	3843	1817
679	3849	1811
680	3855	1805
681	3860	1800
682	3866	1794
683	3871	1788
684	3876	1782
685	3881	1776
686	3887	1771
687	3892	1765
688	3897	1759
689	3903	1753
690	3908	1747
691	3913	1741
692	3919	1736
693	3924	1730
694	3929	1724
695	3934	1718
696	3940	1712
697	3945	1706
698	3950	1701
699	3955	1695
700	3960	1689
701	3966	1683
702	3971	1677
703	3976	1672
704	3982	1666
705	3987	1660
706	3992	1654
707	3997	1648
708	4002	1642
709	4007	1637
710	4013	1631
711	4018	1625
712	4023	1619
713	4028	1613
714	4033	1607
715	4038	1601
716	4043	1596
717	4048	1590
718	4054	1584
719	4059	1578
720	4064	1572
721	4069	1566
722	4074	1561
723	4079	1555
724	4085	1549
725	4090	1543
726	4096	1538
727	4101	1532
728	4106	1526
729	4113	1521
730	4118	1515
731	4123	1509
732	4131	1504
733	4136	1498
734	4141	1493
735	4146	1487
736	4152	1481
737	4158	1476
738	4164	1470
739	4169	1465
740	4174	1459
741	4180	1453
742	4185	1447
743	4191	1442
744	4196	1436
745	4202	1430
746	4207	1424
747	4212	1419
748	4217	1413
749	4223	1407
750	4228	1402
751	4233	1396
752	4238	1390
753	4243	1384
754	4249	1378
755	4255	1373
756	4260	1367
757	4265	1361
758	4271	1356
759	4276	1350
760	4281	1344
761	4287	1338
762	4292	1333
763	4297	1327
764	4302	1321
765	4307	1316
766	4313	1310
767	4318	1304
768	4323	1298
769	4328	1292
770	4333	1287
771	4339	1281
772	4345	1276
773	4351	1270
774	4356	1264
775	4362	1259
776	4368	1253
777	4373	1248
778	4378	1242
779	4384	1236
780	4390	1231
781	4396	1225
782	4402	1220
783	4407	1214
784	4412	1208
785	4418	1203
786	4424	1197
787	4429	1191
788	4435	1186
789	4441	1180
790	4447	1175
791	4453	1169
792	4458	1163
793	4465	1158
794	4470	1152
795	4475	1147
796	4483	1141
797	4488	1136
798	4494	1130
799	4499	1124
800	4504	1119
801	4509	1113
802	4515	1107
803	4520	1102
804	4525	1096
805	4531	1090
806	4537	1085
807	4542	1079
808	4547	1073
809	4553	1068
810	4558	1062
811	4563	1056
812	4569	1050
813	4574	1045
814	4579	1039
815	4584	1033
816	4590	1028
817	4596	1022
818	4602	1017
819	4607	1011
820	4612	1005
821	4617	999
822	4623	994
823	4628	988
824	4634	982
825	4639	977
826	4645	971
827	4651	966
828	4656	960
829	4661	954
830	4666	949
831	4672	943
832	4677	937
833	4682	932
834	4687	926
835	4693	920
836	4698	915
837	4703	909
838	4709	903
839	4714	898
840	4719	892
841	4725	886
842	4730	881
843	4735	875
844	4740	869
845	4746	863
846	4751	858
847	4756	852
848	4761	846
849	4767	841
850	4772	835
851	4777	829
852	4782	824
853	4787	818
854	4792	812
855	4798	807
856	4803	801
857	4809	795
858	4814	790
859	4821	784
860	4826	779
861	4831	773
862	4902	778
863	4924	775
864	4937	770
865	4943	764
866	4949	759
867	4955	753
868	4972	749
869	4977	743
870	4983	738
871	4988	732
872	4994	726
873	4999	720
874	5004	714
875	5009	709
876	5015	703
877	5020	697
878	5025	691
879	5030	686
880	5035	680
881	5040	674
882	5048	668
883	5055	663
884	5062	657
885	5072	652
886	5079	647
887	5086	641
888	5093	635
889	5100	630
890	5107	624
891	5114	619
892	5121	613
893	5128	608
894	5135	602
895	5141	596
896	5148	591
897	5155	585
898	5163	580
899	5169	574
900	5176	568
901	5183	563
902	5190	557
903	5197	551
904	5204	546
905	5211	540
906	5218	535
907	5225	529
908	5231	523
909	5238	518
910	5245	512
911	5252	506
912	5259	501
913	5266	495
914	5273	489
915	5281	484
916	5288	478
917	5295	473
918	5302	467
919	5310	461
920	5316	456
921	5324	450
922	5329	444
923	5336	438
924	5343	433
925	5351	427
926	5357	421
927	5364	416
928	5376	410
929	5386	405
930	5394	399
931	5401	394
932	5409	388
933	5416	382
934	5424	377
935	5430	371
936	5437	365
937	5445	359
938	5452	354
939	5459	348
940	5468	342
941	5477	337
942	5485	331
943	5492	325
944	5498	319
945	5503	314
946	5508	308
947	5513	302
948	5518	296
949	5524	290
950	5530	284
951	5535	279
952	5540	273
953	5546	267
954	5552	261
955	5558	255
956	5563	249
957	5570	244
958	5576	238
959	5583	232
960	5589	226
961	5594	221
962	5600	215
963	5606	209
964	5612	203
965	5618	197
966	5624	191
967	5629	186
968	5636	180
969	5642	174
970	5647	168
971	5653	162
972	5659	157
973	5664	151
974	5670	145
975	5676	139
976	5682	133
977	5688	127
978	5694	122
979	5703	116
980	5710	110
981	5717	104
982	5722	98
983	5728	93
984	5734	87
985	5741	81
986	5746	75
987	5751	69
988	5757	64
989	5762	58
990	5767	52
991	5772	46
992	5777	40
993	5783	34
994	5788	29
995	5793	23
996	5799	17
997	5804	11
998	5809	5
999	5815	0
